Sample_ID,Island,Latitude_degrees_N,Longitude_degrees_E,Rock_name,Al2O3_percent,Cr_ppm,Rb_ppm
s_HK-23 [20654],HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES,20.73,-156.17,BASANITE [20654],14.75,6.49,42.5
s_IC-0303 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.92,6.5,27.28
s_AG99-191 [6897],AMSTERDAM-ST. PAUL / ST. PAUL ISLAND,-38.75,77.5,BASALT [6897],13.59,7,20.6
s_AZ05-K [19003],AZORES / TERCEIRA,38.67,-27.17,NOT GIVEN [19003],14.81,7,28
s_86KA6 [336] / s_86KA-6 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / SHIELD STAGE / OLOKELE FORMATION,22.15,-159.57,HAWAIITE [336] / NOT GIVEN [19774],16.6,7,33.92
s_AG99-196 [6897],AMSTERDAM-ST. PAUL / ST. PAUL ISLAND,-38.75,77.5,BASALT [6897],13.84,7,35.7
s_116504 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.53,-17.8,PHONOTEPHRITE [8459],17.09,7,50.5
s_110028 [8504],CAPE VERDE ISLANDS / SAO ANTAO / TOPE DE CORA VOLCANICS,17,-25,NEPHELINITE [8504],14.65,7,58
T619,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.12,-12.28,trachybasalt,17.08,7,61
s_130 [847],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT ROSS,-49.58,69.5,"TRACHYANDESITE, BASALTIC [847]",19.12,7,73.6
s_LVLK90 [1008],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT ROUGE,-48.55,68.5,"PHONOLITE, TEPHRI [1008]",18.66,7,118
s_MH84-187 [6576],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE / WAAWAA TRACHYTE MEMBER,19.63,-155.83,TRACHYTE [6576],17.41,7,131
s_MH84-2 [6576],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE / WAAWAA TRACHYTE MEMBER,19.67,-155.81,TRACHYTE [6576],17.51,7,131
s_TLW-67-101A [6576],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE / WAAWAA TRACHYTE MEMBER,19.63,-155.83,TRACHYTE [6576],17.51,7,133
s_MH83-75 [6576],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE / PUU ANAHULU FLOW,19.85,-155.84,TRACHYTE [6576],17.27,7,140
s_27858 [520],TRISTAN DA CUNHA GROUP / INACCESSIBLE,-37.32,-12.73,TRACHYBASALT [520],18.05,7,167
s_P3-4 [562] / s_DR1 P3-4 [18335],SOCIETY ISLANDS / MEHETIA,-17.92,-148.03,BASALT [562],14.45,7.19,51.66
s_5435_UNLEACHED [1176] / s_5435-TE47 [24718],AUSTRAL-COOK ISLANDS / TUBUAI / TAITAA,-23.39,-149.47,"BASALT, ALKALINE [1176]",14.09,7.27,64.5
s_P1 [756],PITCAIRN-GAMBIER CHAIN / PITCAIRN / CHRISTIANS CAVE FORMATION,-25.07,-130.1,"BASALT, ALKALINE [756] / BASALT [23139]",17.32,7.32,70.78
s_AZT-03-142 [12941] / s_AZT 03-142 [21396],AZORES / TERCEIRA,38.77,-27.28,TRACHYBASALT [12941] / NOT GIVEN [21396],18.32,7.39,25.7
s_ID2312 [14919],ICELAND / ICELAND / ASKJA,65.03,-16.8,ANDESITE [14919],13.09,7.5,26.1
"s_121-758A-58R-6,21-25 [998] / s_121-758A-58R-6,21-25 (F2) [19647]",NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 758,5.384,90.361,BASALT [998],13,8,1.1
s_I680 [18177],ICELAND / ICELAND / SKAFTAFELL / EASTERN ICELAND RIFT ZONE / SVARTIFOSS FLOW,64.03,-16.97,BASALT [18177],13.44,8,16.3
s_AZ05-AB [19003],AZORES / SAO JORGE,38.55,-27.85,NOT GIVEN [19003],20.43,8,25
s_P18 [756],PITCAIRN-GAMBIER CHAIN / PITCAIRN / ADAMSTOWN FORMATION / INTRA-CALDERA STAGE,-25.07,-130.1,"BASALT, ALKALINE [756]",17.54,8,38
s_TLP 108-1 [19949],CANARY ISLANDS / LA PALMA,28.5,-18,TEPHRITE [19949],15.17,8,47.6
s_111713 [8504],CAPE VERDE ISLANDS / SAO ANTAO / INTERMEDIATE VOLCANICS (SAO ANTAO),17,-25,BASANITE [8504],15.79,8,49
s_111705 [8504],CAPE VERDE ISLANDS / SAO ANTAO / INTERMEDIATE VOLCANICS (SAO ANTAO),17,-25,BASANITE [8504],14.59,8,62
s_116523 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.59,-17.81,"PHONOLITE, TEPHRI [8459]",19.55,8,136
s_ASM210 [643] / s_ASM-210 [6863],AZORES / SAO MIGUEL / AGUA DE PAO / FOGO A ERUPTION,37.8,-25.5,"TRACHYTE, ALKALINE [643] / TRACHYTE [6863]",16.8,8,254.9
s_ID-0115 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.88,8.02,27.28
s_VH115 [4825],ICELAND / ICELAND / SNAEFELLSJ÷KULL,64.81,-15.63,MUGEARITE [4825],14.62,8.1,27.8
s_IC-0218 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.54,8.14,24.15
s_IC-0304 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.49,8.26,24.69
s_AZT-03-116 [12941] / s_AZT 03-116 [21396],AZORES / TERCEIRA / SANTA BARBARA,38.77,-27.3,BASALT [12941] / NOT GIVEN [21396],13.84,8.58,27
s_IC-0312 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.81,8.61,25.78
s_IC-0219 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.49,8.79,24.53
s_02AMK-4 [14053],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE,19.77,-155.47,BASALT [14053],16.76,8.9,33.1
s_IC-0301 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,BASALT [14961] / ANDESITE [14961],14.98,8.94,27.34
s_I1407 [12148],ICELAND / ICELAND,64.61,-14.72,NOT GIVEN [12148],13.59,8.96,25
s_ND4 [920],CANARY ISLANDS / TENERIFE,28,-16.1,"BASALT, ALKALINE [920]",16.48,9,42
s_99 [847],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT ROSS,-49.58,69.5,"TRACHYANDESITE, BASALTIC [847]",17.36,9,62.3
T505,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.12,-12.28,"ol basalt, lc",15.76,9,63
s_ASM201 [643] / s_ASM-201 [6863],AZORES / SAO MIGUEL / AGUA DE PAO / FOGO A ERUPTION,37.8,-25.5,"TRACHYTE, ALKALINE [643] / TRACHYTE [6863]",17.3,9,167.4
s_ASM205 [643] / s_ASM-205 [6863],AZORES / SAO MIGUEL / AGUA DE PAO / FOGO A ERUPTION,37.8,-25.5,"TRACHYTE, ALKALINE [643] / TRACHYTE [6863]",17.4,9,209.1
s_ASM224 [643] / s_ASM-224 [6863],AZORES / SAO MIGUEL / AGUA DE PAO / FOGO A ERUPTION,37.8,-25.5,"TRACHYTE, ALKALINE [643] / TRACHYTE [6863]",16.9,9,270.9
s_ASM209A [643] / s_ASM-209A [6863],AZORES / SAO MIGUEL / AGUA DE PAO / FOGO A ERUPTION,37.8,-25.5,"TRACHYTE, ALKALINE [643] / TRACHYTE [6863]",16.3,9,297.1
s_IC-0212 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,ANDESITE [14961],14.96,9.06,28.42
RMT12,Rimatara,-22.67,-152.75,,14.2,9.12,40.04
s_IC-0302 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961] / BASALT [14961]",14.96,9.18,28.26
s_ID-0111 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.58,9.36,25.75
s_ID-0308 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,ANDESITE [14961],15.04,9.38,29.26
s_ID-0307 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,ANDESITE [14961],15.09,9.52,29.33
RRT112B,Rurutu,-22.42,-151.33,,15.13,9.62,14.09
s_IC-0306 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,BASALT [14961],14.39,9.67,21.41
RRT15,Rurutu,-22.42,-151.33,,14.6,9.79,30.64
s_AG99-197 [6897],AMSTERDAM-ST. PAUL / ST. PAUL ISLAND,-38.75,77.5,BASALT [6897],13.43,10,19.9
s_AG99-194 [6897],AMSTERDAM-ST. PAUL / ST. PAUL ISLAND,-38.75,77.5,BASALT [6897],13.72,10,20.5
s_P26 [756],PITCAIRN-GAMBIER CHAIN / PITCAIRN / ADAMSTOWN FORMATION / INTRA-CALDERA STAGE,-25.07,-130.1,"BASALT, ALKALINE [756]",15.69,10,37
s_GA-566 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / POST-SHIELD STAGE,22.01,-159.61,THOLEIITE [14499],20.84,10,45.3
s_325 [13086] / s_121-325 [14545],CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION,15.15,-23.66,BASANITE [13086],15.76,10,48
s_110030 [8504],CAPE VERDE ISLANDS / SAO ANTAO / YOUNG VOLCANICS (SAO ANTAO),17,-25,NEPHELINITE [8504],16.51,10,64
s_109546 [8504],CAPE VERDE ISLANDS / SAO ANTAO / INTERMEDIATE VOLCANICS (SAO ANTAO),17,-25,BASANITE [8504],18.02,10,82
s_MU11 [7933],SOCIETY ISLANDS / MAUPITI / POST-SHIELD STAGE,-16.42,-152.26,BENMOREITE [7933],18.5,10,128.6
s_TRAC 2 [19574],CANARY ISLANDS / EL HIERRO,27.65,-18,TRACHYTE [19574],18.15,10,129.5
s_ASM202 [643] / s_ASM-202 [6863],AZORES / SAO MIGUEL / AGUA DE PAO / FOGO A ERUPTION,37.8,-25.5,"TRACHYTE, ALKALINE [643] / TRACHYTE [6863]",17.7,10,141
s_IC-0103 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.37,10.06,24.26
s_IC-0214 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.53,10.06,24.42
s_TLP 51-3 [19993],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA / AD 1585 ERUPTION,28.56,-19,TEPHRITE [19993],17.11,10.3,68.2
s_IC-0216 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.5,10.31,25.03
s_VH216 [4825],ICELAND / ICELAND / SNAEFELLSJ÷KULL,64.81,-15.63,"BASALT, ALKALINE [4825]",15.34,10.6,26.8
s_IC-0307 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.47,10.61,24.39
s_IC-0351 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.63,10.65,24.94
s_IC-0217 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.54,10.93,24.86
s_GM92-56 [973],KERGUELEN / FOCH / MOUNT BUREAU,-48.55,68.5,"BASALT, TRANSITIONAL [973]",13.18,11,8
s_AG99-198 [6897],AMSTERDAM-ST. PAUL / ST. PAUL ISLAND,-38.75,77.5,BASALT [6897],15.6,11,13.4
s_MI-5 [49],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / SOUTH RIFT ZONE / POST-SHIELD STAGE / LAUPAHOEHOE SERIES,19.83,-155.42,HAWAIITE [49],16.89,11,32
s_RR59 [811],AUSTRAL-COOK ISLANDS / RURUTU / YOUNG ATIU-TREND LAVAS,-22.42,-151.33,BASALT [811] / BASANITE [13651],14.42,11,35.9
s_318 [13086],CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION,15.14,-23.68,BASANITE [13086],15.8,11,38
s_RR30 [811],AUSTRAL-COOK ISLANDS / RURUTU / YOUNG ATIU-TREND LAVAS,-22.42,-151.33,HAWAIITE [811],14.5,11,39
s_2D [901],CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / MOGAN FORMATION,28,-15.6,"TRACHYTE [901] / NOT GIVEN [922] / PANTELLERITE, TRACHYTIC [901]",15.92,11,65.7
s_48 [847],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT ROSS,-49.58,69.5,"TRACHYANDESITE, BASALTIC [847]",18.04,11,77.9
s_TLP 116-1 [19949],CANARY ISLANDS / LA PALMA,28.5,-18,TEPHRITE [19949],17.34,11,83
s_ID-0205 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.36,11.11,22.97
s_IC-0108 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.52,11.87,24.64
s_IC-0213 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.46,11.93,23.76
s_IC-0305 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,BASALT [14961],14.41,11.98,21.19
s_B5 [856],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / GUIGUI/HOGARZALES FORMATIONS,28,-15.6,BASALT [856],14.55,12,29.7
s_109551 [8504],CAPE VERDE ISLANDS / SAO ANTAO / INTERMEDIATE VOLCANICS (SAO ANTAO),17,-25,BASANITE [8504],19.27,12,63
s_NF60 [726],CAPE VERDE ISLANDS / FOGO,14.9,-24.35,NEPHELINITE [726],12.17,12,66
s_F-22 [7508],CAPE VERDE ISLANDS / FOGO,14.92,-24.29,NOT GIVEN [7508],16.89,12,81
s_ID-0305 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.49,12.26,23.71
s_ID-0254 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.46,12.5,23.03
s_ID-0352 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.43,12.51,23.73
s_IC-0106 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.36,12.6,24.52
s_G2-D20 [16914],CANARY ISLANDS / TENERIFE,28.32,-16.38,BASANITE [16914],17.26,12.63,50.88
s_IC-0308 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.47,12.67,23.73
RRT36,Rurutu,-22.42,-151.33,,14.15,12.72,2.19
s_IC-0105 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.35,12.87,23.84
s_IC-210 [2260],ICELAND / ICELAND,63.9,-17.8,BASALT [2260],12.97,12.88,15.06
s_ID-0209 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.49,12.97,23.15
s_FL-09-19 [16341],AZORES / FLORES / UPPER VOLCANIC COMPLEX,39.5,-31.23,TEPHRITE [16341] / NOT GIVEN [19965],16.61,12.99,46.95
s_BY96-102 [5177],KERGUELEN / KERGUELEN ARCHIPELAGO / MONT FONTAINE,-48.85,69.13,BASALT [5177],14.78,13,8.9
s_AB1 [856],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / GUIGUI/HOGARZALES FORMATIONS,28,-15.6,BASALT [856],15.83,13,17.5
s_ND7 [920],CANARY ISLANDS / LANZAROTE,29,-13.6,"BASALT, ALKALINE [920]",16.03,13,33.52
s_AZ05-AO [19003],AZORES / FAIAL,38.62,-28.75,NOT GIVEN [19003],20.93,13,35
s_80 [481],ST. HELENA CHAIN / ST. HELENA / NORTHEASTERN VOLCANO / SHIELD STAGE,-15.95,-5.7,"BASALT, ALKALINE [481]",16.06,13,36
s_TDC85 [521],TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.05,-12.3,BASANITE [521],16.16,13,65
s_110026 [8504],CAPE VERDE ISLANDS / SAO ANTAO / YOUNG VOLCANICS (SAO ANTAO),17,-25,NEPHELINITE [8504],15.97,13,70
s_4850-01/470- [6576],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE / PUU ANAHULU FLOW,19.85,-155.84,TRACHYTE [6576],17.43,13,130
s_116547 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.47,-17.86,"PHONOLITE, TEPHRI [8459]",20.31,13,157.7
s_M35 [15682],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.31,57.44,NOT GIVEN [15682],14.94,13.2,47.2
s_IC-0206 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.35,13.4,23.5
MCD05,McDonald seamount,,,,15.61,13.8,1.97
s_GM92-58 [973],KERGUELEN / FOCH / MOUNT BUREAU,-48.55,68.5,"BASALT, TRANSITIONAL [973]",13.26,14,8
s_BY96-31 [5177],KERGUELEN / KERGUELEN ARCHIPELAGO / MONT DES RUCHES,-48.87,68.96,"BASALT [5177] / BASALT, TRANSITIONAL [14785]",13.14,14,18.2
s_OR138 [4594] / s_OR-138 [14498],ICELAND / ICELAND / ÷RAEFAJ÷KULL,64.03,-16.68,BASALT [4594] / NOT GIVEN [14498],14.55,14,21
s_P20 [756],PITCAIRN-GAMBIER CHAIN / PITCAIRN / ADAMSTOWN FORMATION / INTRA-CALDERA STAGE,-25.07,-130.1,"BASALT, ALKALINE [756]",15.58,14,27
s_M-53 [7878],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / OLDER SERIES / SHIELD STAGE,-20.33,57.5,BASALT [7878],15.99,14,28
s_119 [481],ST. HELENA CHAIN / ST. HELENA / MAIN SHIELD VOLCANO (SOUTHWESTERN VOLCANO) / SHIELD STAGE,-15.95,-5.7,"BASALT, ALKALINE [481]",16.92,14,30
s_RP17 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.23,55.6,MUGEARITE [1230],15.01,14,38.2
s_317 [13086],CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION,15.14,-23.68,BASANITE [13086],15.66,14,47
s_TLP 46-1 [19949],CANARY ISLANDS / LA PALMA / FUEGO,28.5,-18,PHONOTEPHRITE [19949],17.04,14,80
s_P12 [1238],CAMEROON LINE / PRINCIPE,1.62,7.45,TRISTANITE [1238],19.54,14,165
s_P5 [756],PITCAIRN-GAMBIER CHAIN / PITCAIRN / SHIELD STAGE / TEDSIDE VOLCANICS,-25.07,-130.1,"BASALT, ALKALINE [756] / BASALT [23139]",15.36,14.04,37.16
RRT56,Rurutu,-22.42,-151.33,,14.59,14.44,29.86
s_IC-0102 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.4,14.63,23.01
s_AZ05-P [19003],AZORES / SAO JORGE,38.56,-27.87,NOT GIVEN [19003],15.62,15,18
s_H1390 [947],CANARY ISLANDS / GRAN CANARIA / HOGARZALES FORMATION,28,-15.6,THOLEIITE [947],14.14,15,21.79
s_75-10 [6967],SAMOAN ISLANDS / MANUA ISLANDS / TAU ISLAND,-14.18,-169.3,BASALT [6967],16.29,15,27.6
s_GM92-127 [973],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT RABOUILLERE,-48.55,68.5,"BASALT, TRANSITIONAL [973] / BASALT [5176]",12.69,15,32.2
s_AZ05-J [19003],AZORES / TERCEIRA,38.69,-27.36,NOT GIVEN [19003],15.83,15,39
s_PIT-4A [19601],PITCAIRN-GAMBIER CHAIN / PITCAIRN / SHIELD STAGE / TEDSIDE VOLCANICS,-25.07,-130.1,"BASALT, ALKALINE [19601] / BASALT [757]",14.97,15,44.2
s_109952 [8504],CAPE VERDE ISLANDS / SAO ANTAO / OLDER VOLCANICS (SAO ANTAO),17,-25,BASANITE [8504],18.23,15,90
s_MH84-3 [6576],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE / WAAWAA TRACHYTE MEMBER,19.65,-155.82,TRACHYTE [6576],17.4,15,167
T568,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.12,-12.28,ol basalt,15.51,16,54
s_IC-0313 [14961],ICELAND / ICELAND / HEKLA,64.02,-19.65,"ANDESITE, BASALTIC [14961]",14.43,16.44,23.07
s_114890 [14545],CAPE VERDE ISLANDS / SANTIAGO / MONTE DAS VACAS FORMATION,14.94,-23.69,NOT GIVEN [14545],15.26,16.66,57
s_P12 [756],PITCAIRN-GAMBIER CHAIN / PITCAIRN / ADAMSTOWN FORMATION / INTRA-CALDERA STAGE,-25.07,-130.1,"BASALT, ALKALINE [756] / BASALT [23139]",15.42,16.87,28.52
ATU115,Atiu,-19.98,-158.1,,15.08,16.96,43.51
s_HO-1 [313] / s_HO1 [5043],HAWAIIAN ISLANDS / MAUI / HALEAKALA / SHIELD STAGE / HONOMANU SERIES,20.72,-156.17,THOLEIITE [313] / TRACHYBASALT [5043],15.2,17,0.82
s_J2-551-11 [18767],HAWAIIAN ISLANDS / OAHU,21.64,-158.69,BASALT [18767],14.19,17,5.6
s_115-079 [5653],CAPE VERDE ISLANDS / SAO VICENTE / OLD VOLCANICS,14.9,-24.3,BASANITE [5653],15.39,17,27.5
s_J2-551-8 [18767],HAWAIIAN ISLANDS / OAHU,21.63,-158.69,BASALT [18767],17.48,17,30.4
s_GM92-136 [973],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT RABOUILLERE,-48.55,68.5,"BASALT, TRANSITIONAL [973]",13.18,17,39
s_114954 [14545],CAPE VERDE ISLANDS / SANTIAGO / MONTE DAS VACAS FORMATION,14.97,-23.54,NOT GIVEN [14545],15.33,17,60
s_K [24464],CAMEROON LINE / BIOKO,3.4,8.7,HAWAIITE [24464],16.6,17,69
s_97 [847],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT ROSS,-49.58,69.5,"TRACHYANDESITE, BASALTIC [847]",18.51,17,71.2
s_ASM218 [643] / s_ASM-218 [6863],AZORES / SAO MIGUEL / AGUA DE PAO / FOGO A ERUPTION,37.8,-25.5,"TRACHYTE, ALKALINE [643] / TRACHYTE [6863]",17.8,17,152.4
s_H61 [9565],ICELAND / ICELAND / ELDGJA,63.57,-18.45,"BASALT, TRANSITIONAL [9565]",13.2,18,16.4
s_F253872 [947],CANARY ISLANDS / GRAN CANARIA / FATAGA FORMATION / POST-SHIELD STAGE,28,-15.6,NEPHELINITE [947],13.98,18,19.51
s_MF 4 [9503],MADEIRA ARCHIPELAGO / MADEIRA,32.65,-16.96,BASALT [9503],16.7,18,25.2
s_02AMK-6 [14053],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE,19.95,-155.5,BASALT [14053],16.92,18,32.8
s_RP13 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.23,55.6,BASALT [1230],15.15,18,34.6
s_NK156 [7516],MARQUESAS / NUKU HIVA / TAIOHAE / INNER VOLCANO,-8.93,-140,HAWAIITE [7516],15.82,18,47.5
s_ARC195 [1008],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT BERLIOZ,-48.55,68.5,NOT GIVEN [1008],14.27,18,63.3
T120,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.12,-12.28,basalt?,15.35,18,64
s_AZF-03-30 [16224],AZORES / FAIAL,38.85,-28.7,"BASALT, ALKALINE [16224] / NOT GIVEN [21396]",19.68,18.51,22.78
s_IC-186 [2260],ICELAND / ICELAND / ASKJA,65.07,-16.83,BASALT [2260],13.07,18.93,8.15
s_RP29 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.23,55.6,BASALT [1230],14.18,19,13.6
s_NA23 [6897],AMSTERDAM-ST. PAUL / AMSTERDAM ISLAND,-37.83,77.55,BASALT [6897],14.72,19,14.3
s_249 DS-1 [12941],AZORES / GRACIOSA,39.11,-28.18,TRACHYBASALT [12941],14.73,19,26
s_OR267 [4594] / s_OR-267 [14498],ICELAND / ICELAND / ÷RAEFAJ÷KULL,64.03,-16.68,HAWAIITE [4594] / NOT GIVEN [14498],14.31,19,28
s_717 [1634],KERGUELEN / KERGUELEN ARCHIPELAGO,-48.55,68.5,TRACHYBASALT [1634],15.58,19,41.8
s_109545 [8504],CAPE VERDE ISLANDS / SAO ANTAO / INTERMEDIATE VOLCANICS (SAO ANTAO),17,-25,BASANITE [8504],16.52,19,44
s_86KA4 [336] / s_86KA-4 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / POST-SHIELD STAGE / MAKAWELI FORMATION,22.01,-159.61,MUGEARITE [336] / NOT GIVEN [19774],18.5,19,45.43
s_109962 [8504],CAPE VERDE ISLANDS / SAO ANTAO / OLDER VOLCANICS (SAO ANTAO),17,-25,BASANITE [8504],16.2,19,58
s_MPC99-57 [11073],KERGUELEN / KERGUELEN ARCHIPELAGO / VAL GABBRO PLUTONIC SUITE,-49.72,70.08,NOT GIVEN [11073],16.25,19,169
s_93-414 [5174],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT DE LA TOURMENTE,-49.5,70.5,"BASALT, TRANSITIONAL [5174] / BASALT [5176]",13.57,20,15.9
s_MA-208 [3348],MADEIRA ARCHIPELAGO / MADEIRA,32.73,-17.05,"BASALT, ALKALINE [3348]",17.25,20,20.2
s_GRZF8 [18928],AZORES / GRACIOSA / SERRA DAS FONTES,39.05,-28.05,NOT GIVEN [18928],15.57,20,28
s_14 [481],ST. HELENA CHAIN / ST. HELENA / MAIN SHIELD VOLCANO (SOUTHWESTERN VOLCANO) / SHIELD STAGE,-15.95,-5.7,"BASALT, ALKALINE [481]",17.03,20,44
s_109563 [8504],CAPE VERDE ISLANDS / SAO ANTAO / INTERMEDIATE VOLCANICS (SAO ANTAO),17,-25,BASANITE [8504],15.67,20,63
s_F14ñ14 [21239],CAPE VERDE ISLANDS / FOGO / AD 2014 ERUPTION,14.9,-24.35,TEPHRITE [21239],16.66,20,72
T529,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.12,-12.28,ol basalt,16.29,20,74
s_NK11 [7516],MARQUESAS / NUKU HIVA / TAIOHAE / INNER VOLCANO,-8.93,-140,MUGEARITE [7516],16.8,20,91
s_P11 [756],PITCAIRN-GAMBIER CHAIN / PITCAIRN / ADAMSTOWN FORMATION / INTRA-CALDERA STAGE,-25.07,-130.1,"BASALT, ALKALINE [756] / BASALT [23139]",15.69,20.57,29.34
s_GM92-54 [973],KERGUELEN / FOCH / MOUNT BUREAU,-48.55,68.5,"BASALT, TRANSITIONAL [973]",13.53,21,16.7
T526,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.12,-12.28,ol basalt,15.85,21,40
s_21P [16348],MARQUESAS / HIVA OA / TEMETIU / SHIELD STAGE,-9.79,-139.13,HAWAIITE [16348],16.2,21,51.5
s_K8 [901],CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / MOGAN FORMATION,28,-15.6,RHYOLITE [901] / NOT GIVEN [922],15.5,21,126.7
s_UP56 [8489],MARQUESAS / UA POU,-9.42,-140,"PHONOLITE, TEPHRI [8489]",20,21,150
